"yuleQ"	"cosine"	"laplace"	"phi"	"gini"	"lift"	"mutualInformation"	"chiSquared"
"1"	NA	0.904030745874751	0.817073170731707	NA	NA	1	NA	NA
"2"	NA	0.907312801987723	0.823014383989994	NA	NA	1	NA	NA
"3"	NA	0.921513148633203	0.848968105065666	NA	NA	1	NA	NA
"4"	NA	0.942495555607784	0.888055034396498	NA	NA	1	NA	NA
"5"	NA	0.945974939272793	0.894621638524078	NA	NA	1	NA	NA
"6"	NA	0.948287436026998	0.898999374609131	NA	NA	1	NA	NA
"7"	NA	0.964157403837267	0.929330831769856	NA	NA	1	NA	NA
"8"	NA	0.970948467302821	0.942464040025016	NA	NA	1	NA	NA
"9"	NA	0.972236625039828	0.944965603502189	NA	NA	1	NA	NA
"10"	NA	0.972236625039828	0.944965603502189	NA	NA	1	NA	NA
"11"	NA	0.975289180824227	0.950906816760475	NA	NA	1	NA	NA
"12"	NA	0.978492109580163	0.957160725453408	NA	NA	1	NA	NA
"13"	NA	0.981046923614215	0.962163852407755	NA	NA	1	NA	NA
"14"	NA	0.98470785614437	0.969355847404628	NA	NA	1	NA	NA
"15"	NA	0.992619825334483	0.984990619136961	NA	NA	1	NA	NA
"16"	NA	0.995924109075987	0.99155722326454	NA	NA	1	NA	NA
"17"	NA	0.997650556703906	0.994996873045654	NA	NA	1	NA	NA
"18"	NA	0.998277615569529	0.99624765478424	NA	NA	1	NA	NA
"19"	NA	0.999843542203533	0.999374609130707	NA	NA	1	NA	NA
"20"	0.983707949917031	0.910679778699611	0.999240410178504	0.186300168270348	0.000560112879156866	1.00781869172101	0.26313707468759	110.925977621402
"21"	0.983707949917031	0.910679778699611	0.829445145018916	0.186300168270348	0.0101021135229295	1.00781869172101	0.26313707468759	110.925977621402
"22"	0.958666914913424	0.908532789986973	0.999240410178504	0.112812490573331	8.73037605005792e-05	1.0030722928589	0.19411225458158	40.6743990618278
"23"	0.958666914913424	0.908532789986973	0.825541261374333	0.112812490573331	0.00370424859541867	1.0030722928589	0.19411225458158	40.6743990618278
"24"	0.501047376742618	0.902241663236974	0.943667157584683	0.133519700130398	0.00233341680290054	1.01548473861923	0.0285156550510343	56.9767229920246
"25"	0.501047376742618	0.902241663236974	0.86209216279852	0.133519700130398	0.00456629570871123	1.01548473861923	0.0285156550510343	56.9767229920246
"26"	0.113594188020689	0.896630552648635	0.94440353460972	0.0203253279082948	4.46007125727878e-05	1.00211097036888	0.000898544252831461	1.32032817883674
"27"	0.113594188020689	0.896630552648635	0.850746268656716	0.0203253279082948	0.000105815297555031	1.00211097036888	0.000898544252831461	1.32032817883674
"28"	0.101829698369452	0.897537988046285	0.946612665684831	0.0177076923644765	3.24585537468942e-05	1.00179607400615	0.000707980624117494	1.00214533092431
"29"	0.101829698369452	0.897537988046285	0.85047965597089	0.0177076923644765	8.03151126248375e-05	1.00179607400615	0.000707980624117494	1.00214533092431
"30"	0.640971797894954	0.912205924037703	0.962076583210604	0.179118731442869	0.00332114041791987	1.01816783863972	0.0571479441473207	102.538929772034
"31"	0.640971797894954	0.912205924037703	0.86437313926563	0.179118731442869	0.0082177958016191	1.01816783863972	0.0571479441473207	102.538929772034
"32"	0.400088049699164	0.905869377457502	0.95839469808542	0.0830735296776151	0.000640825762844902	1.00793061319474	0.0149039005420629	22.0562714205799
"33"	0.400088049699164	0.905869377457502	0.85568704799474	0.0830735296776151	0.00176765970819449	1.00793061319474	0.0149039005420629	22.0562714205799
"34"	0.649706286348891	0.919470949622249	0.990058910162003	0.101047435107301	0.000295894955665388	1.00520243293481	0.0486051089024617	32.6330269170785
"35"	0.649706286348891	0.919470949622249	0.853379879403364	0.101047435107301	0.00261531451702771	1.00520243293481	0.0486051089024617	32.6330269170785
"36"	0.502320975428607	0.91948869430615	0.993372606774669	0.0494341747127776	3.94369791528519e-05	1.00188670034335	0.0203020685624769	7.81018546398881
"37"	0.502320975428607	0.91948869430615	0.850567465321564	0.0494341747127776	0.000625933091543941	1.00188670034335	0.0203020685624769	7.81018546398881
"38"	0.170203551320918	0.919599207802898	0.995213549337261	0.00943817218020197	8.32237295858803e-07	1.00027313055571	0.00137839210987371	0.284696784753631
"39"	0.170203551320918	0.919599207802898	0.849198868991517	0.00943817218020197	2.28165053769123e-05	1.00027313055571	0.00137839210987371	0.284696784753631
"40"	0.651018168516035	0.921062328535281	0.997422680412371	0.049878158943495	1.70663011888787e-05	1.0012352948662	0.039171410443928	7.9511070437378
"41"	0.651018168516035	0.921062328535281	0.850015688735488	0.049878158943495	0.000637226994932762	1.0012352948662	0.039171410443928	7.9511070437378
"42"	0.261909306574319	0.900069402906813	0.905315029919043	0.0595059643196883	0.000641623238408329	1.00706311802283	0.00485670750044425	11.3169074876128
"43"	0.261909306574319	0.900069402906813	0.894297635605007	0.0595059643196883	0.000702701787131053	1.00706311802283	0.00485670750044425	11.3169074876128
"44"	0.433009837368752	0.923312315460636	0.952129531854981	0.0892964254206073	0.000825416938349823	1.00762130158749	0.0151921567216988	25.4844296909023
"45"	0.433009837368752	0.923312315460636	0.894806483625537	0.0892964254206073	0.00158240705841413	1.00762130158749	0.0151921567216988	25.4844296909023
"46"	0.418181818181818	0.92297085380551	0.95177754311862	0.0849303063103149	0.000746673278227291	1.00724866057359	0.0138521884601049	23.0532495481647
"47"	0.418181818181818	0.92297085380551	0.894475686404234	0.0849303063103149	0.00143144756413434	1.00724866057359	0.0138521884601049	23.0532495481647
"48"	0.167035439714982	0.921103227799862	0.952833509327701	0.0256977031925597	6.13201563888837e-05	1.0020642924677	0.00156409890168887	2.11054875019577
"49"	0.167035439714982	0.921103227799862	0.889875082182774	0.0256977031925597	0.000131050499459736	1.0020642924677	0.00156409890168887	2.11054875019577
"50"	0.193689745836985	0.924195168392695	0.959169306582189	0.028584104307624	6.65772672847286e-05	1.00213690266526	0.00211371080644573	2.61129505694493
"51"	0.193689745836985	0.924195168392695	0.889941214892227	0.028584104307624	0.000162143386366808	1.00213690266526	0.00211371080644573	2.61129505694493
"52"	0.693563420414902	0.935662607468605	0.973600844772967	0.170320563426894	0.00209661264973602	1.01192932730118	0.0615818070023823	92.7130654660708
"53"	0.693563420414902	0.935662607468605	0.898635477582846	0.170320563426894	0.00575684098016484	1.01192932730118	0.0615818070023823	92.7130654660708
"54"	0.514295799505824	0.938131759931904	0.987680394227385	0.0639523355399327	0.000118522223965318	1.00277057824649	0.0200130571410312	13.0713243023548
"55"	0.514295799505824	0.938131759931904	0.89051094890511	0.0639523355399327	0.000811638953264587	1.00277057824649	0.0200130571410312	13.0713243023548
"56"	NA	0.944715110190139	0.99964801126364	0.193647717856829	0.000350345181611148	1.00471549827098	NA	119.848205865182
"57"	NA	0.944715110190139	0.892240025133522	0.193647717856829	0.00744174577181262	1.00471549827098	NA	119.848205865182
"58"	0.278373800112931	0.941128707295858	0.996480112636396	0.0130812443582953	1.17386105106015e-06	1.00027261019562	0.0032067656965702	0.546896176860737
"59"	0.278373800112931	0.941128707295858	0.888296203326012	0.0130812443582953	3.39584750759653e-05	1.00027261019562	0.0032067656965702	0.546896176860737
"60"	NA	0.942643039460593	0.99964801126364	0.0498899601404024	1.5570896959413e-06	1.00031298904538	NA	7.95486996050376
"61"	NA	0.942643039460593	0.888332812011261	0.0498899601404024	0.00049394247887613	1.00031298904538	NA	7.95486996050376
"62"	0.742078580481622	0.936466308886445	0.960866526904263	0.231654969506115	0.00579361881944424	1.01956835066692	0.0813446838837165	171.510223570426
"63"	0.742078580481622	0.936466308886445	0.912106135986733	0.231654969506115	0.0100972941311389	1.01956835066692	0.0813446838837165	171.510223570426
"64"	0.294706723891273	0.923658550032315	0.948986722571628	0.0520226754104628	0.000280149979359281	1.00429163686363	0.00552250659037547	8.64952258693215
"65"	0.294706723891273	0.923658550032315	0.898445253059874	0.0520226754104628	0.000509221968440441	1.00429163686363	0.00552250659037547	8.64952258693215
"66"	0.622835943940643	0.938496369862421	0.976589797344514	0.123699467564255	0.000900627960001582	1.00750117904039	0.0394465879433702	48.9037802490742
"67"	0.622835943940643	0.938496369862421	0.901322154143825	0.123699467564255	0.00287910448146977	1.00750117904039	0.0394465879433702	48.9037802490742
"68"	0.716801735690128	0.943678155778712	0.989867225716282	0.119142809145699	0.000411360554093885	1.00498904080994	0.059335965797559	45.3672486717263
"69"	0.716801735690128	0.943678155778712	0.899079657251666	0.119142809145699	0.00267089882003946	1.00498904080994	0.059335965797559	45.3672486717263
"70"	0.362679425837321	0.944224214905185	0.995457721872816	0.0212393067199707	4.21455820365536e-06	1.00049990876775	0.0061634526240072	1.4417416472242
"71"	0.362679425837321	0.944224214905185	0.895067546339931	0.0212393067199707	8.4879426835752e-05	1.00049990876775	0.0061634526240072	1.4417416472242
"72"	0.247650960815154	0.918176059662832	0.933240611961057	0.0460428920282284	0.000277476886917161	1.00424118368071	0.00370535962625261	6.77535350860861
"73"	0.247650960815154	0.918176059662832	0.902791792801884	0.0460428920282284	0.000384135353612668	1.00424118368071	0.00370535962625261	6.77535350860861
"74"	0.63264940618109	0.93396302908306	0.957232267037552	0.16160647600706	0.0027034774324821	1.0130192802551	0.0436917660238864	83.4688232673958
"75"	0.63264940618109	0.93396302908306	0.910684750248098	0.16160647600706	0.00473234730862457	1.0130192802551	0.0436917660238864	83.4688232673958
"76"	0.470148456691231	0.931378133831825	0.957579972183588	0.0930267107021786	0.000803581568063003	1.0070537120463	0.0173559869935754	27.6580846173976
"77"	0.470148456691231	0.931378133831825	0.905325443786982	0.0930267107021786	0.00156810240251691	1.0070537120463	0.0173559869935754	27.6580846173976
"78"	0.298745919945027	0.942374120521521	0.986091794158554	0.0281931924146941	2.30343246543951e-05	1.00115289938616	0.00440332255756083	2.54036009090816
"79"	0.298745919945027	0.942374120521521	0.900031735956839	0.0281931924146941	0.000144028222377832	1.00115289938616	0.00440332255756083	2.54036009090816
"80"	0.239730493371006	0.944879677283457	0.992002781641168	0.015975258007181	4.11855458643568e-06	1.00048427213196	0.00236852183642461	0.815647543393622
"81"	0.239730493371006	0.944879677283457	0.899432534678436	0.015975258007181	4.62439424167189e-05	1.00048427213196	0.00236852183642461	0.815647543393622
"82"	0.776813391196528	0.947874783083663	0.996870653685675	0.0834795933504677	6.51076518072032e-05	1.00191879542263	0.0692321397875324	22.2724206490464
"83"	0.776813391196528	0.947874783083663	0.900722588752749	0.0834795933504677	0.00126275686884198	1.00191879542263	0.0692321397875324	22.2724206490464
"84"	0.542242152466368	0.947279384291821	0.996870653685675	0.0335772994766566	7.73410572474691e-06	1.00066049866229	0.0176584289596936	3.60328238830368
"85"	0.542242152466368	0.947279384291821	0.899592092877314	0.0335772994766566	0.0002042916510024	1.00066049866229	0.0176584289596936	3.60328238830368
"86"	0.590229522004633	0.945293258087506	0.952909519004373	0.127306298208637	0.00167766408862328	1.00843205605193	0.0268336547131444	51.7972318292222
"87"	0.590229522004633	0.945293258087506	0.937148527952365	0.127306298208637	0.00212129664092748	1.00843205605193	0.0268336547131444	51.7972318292222
"88"	0.890506172402816	0.961301066510228	0.972082071981164	0.35770615717933	0.0118813959137342	1.02229933214052	0.169239247663755	408.940008849276
"89"	0.890506172402816	0.961301066510228	0.950032873109796	0.35770615717933	0.0167476723461398	1.02229933214052	0.169239247663755	408.940008849276
"90"	0.505925730840137	0.948204727387965	0.961991254624958	0.0874109528031684	0.000622599112988781	1.00507124424997	0.0160312512211016	24.4195962451849
"91"	0.505925730840137	0.948204727387965	0.934030045721751	0.0874109528031684	0.00100007675426557	1.00507124424997	0.0160312512211016	24.4195962451849
"92"	0.522973670624677	0.961260416477864	0.992600067272116	0.0431569311981	3.00573144766729e-05	1.00107559192064	0.0138864333947968	5.95261619055836
"93"	0.522973670624677	0.961260416477864	0.930327868852459	0.0431569311981	0.000243782617020774	1.00107559192064	0.0138864333947968	5.95261619055836
"94"	0.879592564702152	0.96415096186219	0.997309115371678	0.124264181656712	0.000144265774216601	1.00234827898862	0.1204809466898	49.3513115496285
