"rules"	"support"	"confidence"	"coverage"	"lift"	"count"
"1"	"{} => {44}"	0.817271589486859	0.817271589486859	1	1	2612
"2"	"{} => {64}"	0.823216520650814	0.823216520650814	1	1	2631
"3"	"{} => {42}"	0.84918648310388	0.84918648310388	1	1	2714
"4"	"{} => {3}"	0.888297872340426	0.888297872340426	1	1	2839
"5"	"{} => {25}"	0.894868585732165	0.894868585732165	1	1	2860
"6"	"{} => {9}"	0.899249061326658	0.899249061326658	1	1	2874
"7"	"{} => {5}"	0.929599499374218	0.929599499374218	1	1	2971
"8"	"{} => {48}"	0.942740926157697	0.942740926157697	1	1	3013
"9"	"{} => {56}"	0.945244055068836	0.945244055068836	1	1	3021
"10"	"{} => {66}"	0.945244055068836	0.945244055068836	1	1	3021
"11"	"{} => {34}"	0.951188986232791	0.951188986232791	1	1	3040
"12"	"{} => {62}"	0.957446808510638	0.957446808510638	1	1	3060
"13"	"{} => {7}"	0.962453066332916	0.962453066332916	1	1	3076
"14"	"{} => {36}"	0.969649561952441	0.969649561952441	1	1	3099
"15"	"{} => {60}"	0.985294117647059	0.985294117647059	1	1	3149
"16"	"{} => {40}"	0.991864831038799	0.991864831038799	1	1	3170
"17"	"{} => {29}"	0.995306633291615	0.995306633291615	1	1	3181
"18"	"{} => {52}"	0.996558197747184	0.996558197747184	1	1	3185
"19"	"{} => {58}"	0.999687108886108	0.999687108886108	1	1	3195
"32"	"{64} => {40}"	0.822903629536921	0.999619916381604	0.823216520650814	1.00781869172101	2630
"33"	"{40} => {64}"	0.822903629536921	0.829652996845426	0.991864831038799	1.00781869172101	2630
"36"	"{64} => {52}"	0.822903629536921	0.999619916381604	0.823216520650814	1.0030722928589	2630
"37"	"{52} => {64}"	0.822903629536921	0.82574568288854	0.996558197747184	1.0030722928589	2630
"40"	"{42} => {5}"	0.80162703379224	0.943994104642594	0.84918648310388	1.01548473861923	2562
"41"	"{5} => {42}"	0.80162703379224	0.862335913833726	0.929599499374218	1.01548473861923	2562
"42"	"{42} => {48}"	0.802252816020025	0.944731024318349	0.84918648310388	1.00211097036888	2564
"43"	"{48} => {42}"	0.802252816020025	0.850979090607368	0.942740926157697	1.00211097036888	2564
"44"	"{42} => {56}"	0.804130162703379	0.946941783345615	0.84918648310388	1.00179607400615	2570
"45"	"{56} => {42}"	0.804130162703379	0.850711684872559	0.945244055068836	1.00179607400615	2570
"46"	"{42} => {66}"	0.817271589486859	0.962417096536478	0.84918648310388	1.01816783863972	2612
"47"	"{66} => {42}"	0.817271589486859	0.864614366103939	0.945244055068836	1.01816783863972	2612
"48"	"{42} => {34}"	0.814142678347935	0.958732498157701	0.84918648310388	1.00793061319474	2602
"49"	"{34} => {42}"	0.814142678347935	0.855921052631579	0.951188986232791	1.00793061319474	2602
"56"	"{42} => {60}"	0.841051314142678	0.990420044215181	0.84918648310388	1.00520243293481	2688
"57"	"{60} => {42}"	0.841051314142678	0.853604318831375	0.985294117647059	1.00520243293481	2688
"58"	"{42} => {40}"	0.84386733416771	0.99373618275608	0.84918648310388	1.00188670034335	2697
"59"	"{40} => {42}"	0.84386733416771	0.850788643533123	0.991864831038799	1.00188670034335	2697
"60"	"{42} => {29}"	0.845431789737171	0.995578481945468	0.84918648310388	1.00027313055571	2702
"61"	"{29} => {42}"	0.845431789737171	0.849418421879912	0.995306633291615	1.00027313055571	2702
"62"	"{42} => {52}"	0.847309136420526	0.997789240972734	0.84918648310388	1.0012352948662	2708
