"rules"	"support"	"confidence"	"coverage"	"lift"	"count"
"1"	"{6} => {13}"	0.313524590163934	0.894736842105263	0.350409836065574	2.05958291956306	153
"2"	"{13} => {6}"	0.313524590163934	0.721698113207547	0.434426229508197	2.05958291956306	153
"3"	"{6} => {40}"	0.323770491803279	0.923976608187134	0.350409836065574	1.81814751933597	158
"4"	"{40} => {6}"	0.323770491803279	0.637096774193548	0.508196721311475	1.81814751933597	158
"5"	"{6} => {16}"	0.309426229508197	0.883040935672515	0.350409836065574	1.58427932576539	151
"6"	"{16} => {6}"	0.309426229508197	0.555147058823529	0.557377049180328	1.58427932576539	151
"7"	"{6} => {0}"	0.32172131147541	0.91812865497076	0.350409836065574	1.65943253194715	157
"8"	"{0} => {6}"	0.32172131147541	0.581481481481481	0.55327868852459	1.65943253194715	157
"9"	"{34} => {13}"	0.305327868852459	0.871345029239766	0.350409836065574	2.00573761447644	149
"10"	"{13} => {34}"	0.305327868852459	0.702830188679245	0.434426229508197	2.00573761447644	149
"11"	"{34} => {40}"	0.323770491803279	0.923976608187134	0.350409836065574	1.81814751933597	158
"12"	"{40} => {34}"	0.323770491803279	0.637096774193548	0.508196721311475	1.81814751933597	158
"13"	"{34} => {16}"	0.325819672131148	0.929824561403509	0.350409836065574	1.66821465428277	159
"14"	"{16} => {34}"	0.325819672131148	0.584558823529412	0.557377049180328	1.66821465428277	159
"15"	"{34} => {0}"	0.319672131147541	0.912280701754386	0.350409836065574	1.6488628979857	156
"16"	"{0} => {34}"	0.319672131147541	0.577777777777778	0.55327868852459	1.6488628979857	156
"17"	"{39} => {12}"	0.313524590163934	0.9	0.348360655737705	2.11153846153846	153
"18"	"{12} => {39}"	0.313524590163934	0.735576923076923	0.426229508196721	2.11153846153846	153
"19"	"{39} => {33}"	0.309426229508197	0.888235294117647	0.348360655737705	1.86033829840949	151
"20"	"{33} => {39}"	0.309426229508197	0.648068669527897	0.477459016393443	1.86033829840949	151
"21"	"{39} => {19}"	0.30327868852459	0.870588235294118	0.348360655737705	1.77760275658381	148
"22"	"{19} => {39}"	0.30327868852459	0.619246861924686	0.489754098360656	1.7776027565838	148
"23"	"{39} => {22}"	0.327868852459016	0.941176470588235	0.348360655737705	1.89790957705396	160
"24"	"{22} => {39}"	0.327868852459016	0.661157024793388	0.495901639344262	1.89790957705396	160
"25"	"{39} => {9}"	0.334016393442623	0.958823529411765	0.348360655737705	1.89435579899976	163
"26"	"{9} => {39}"	0.334016393442623	0.659919028340081	0.506147540983607	1.89435579899976	163
"27"	"{39} => {7}"	0.323770491803279	0.929411764705882	0.348360655737705	1.79269937223901	158
"28"	"{7} => {39}"	0.323770491803279	0.624505928853755	0.51844262295082	1.79269937223901	158
"29"	"{39} => {1}"	0.344262295081967	0.988235294117647	0.348360655737705	1.61831819976313	168
"30"	"{1} => {39}"	0.344262295081967	0.563758389261745	0.610655737704918	1.61831819976313	168
"31"	"{43} => {22}"	0.309426229508197	0.867816091954023	0.35655737704918	1.74997625154365	151
"32"	"{22} => {43}"	0.309426229508197	0.62396694214876	0.495901639344262	1.74997625154365	151
"33"	"{43} => {9}"	0.317622950819672	0.890804597701149	0.35655737704918	1.75997021732049	155
"34"	"{9} => {43}"	0.317622950819672	0.62753036437247	0.506147540983606	1.75997021732049	155
"35"	"{43} => {7}"	0.309426229508197	0.867816091954023	0.35655737704918	1.67389032756349	151
"36"	"{7} => {43}"	0.309426229508197	0.596837944664032	0.51844262295082	1.67389032756349	151
"37"	"{43} => {1}"	0.336065573770492	0.942528735632184	0.35655737704918	1.54346987580035	164
"38"	"{1} => {43}"	0.336065573770492	0.550335570469799	0.610655737704918	1.54346987580035	164
"39"	"{10} => {24}"	0.315573770491803	0.870056497175141	0.362704918032787	2.0611047117547	154
"40"	"{24} => {10}"	0.315573770491803	0.747572815533981	0.422131147540984	2.0611047117547	154
"41"	"{10} => {13}"	0.344262295081967	0.949152542372881	0.362704918032787	2.18484170131116	168
"42"	"{13} => {10}"	0.344262295081967	0.792452830188679	0.434426229508197	2.18484170131116	168
"43"	"{10} => {42}"	0.307377049180328	0.847457627118644	0.362704918032787	1.77493271259184	150
"44"	"{42} => {10}"	0.307377049180328	0.643776824034335	0.477459016393443	1.77493271259184	150
"45"	"{10} => {40}"	0.344262295081967	0.949152542372881	0.362704918032787	1.86768726079825	168
"46"	"{40} => {10}"	0.344262295081967	0.67741935483871	0.508196721311475	1.86768726079825	168
"47"	"{10} => {16}"	0.327868852459016	0.903954802259887	0.362704918032787	1.62180126287803	160
"48"	"{16} => {10}"	0.327868852459016	0.588235294117647	0.557377049180328	1.62180126287803	160
"49"	"{10} => {0}"	0.354508196721311	0.977401129943503	0.362704918032787	1.76656204226826	173
"50"	"{0} => {10}"	0.354508196721311	0.640740740740741	0.55327868852459	1.76656204226826	173
"51"	"{21} => {18}"	0.305327868852459	0.837078651685393	0.364754098360656	2.2444746264971	149
"52"	"{18} => {21}"	0.305327868852459	0.818681318681319	0.372950819672131	2.2444746264971	149
"53"	"{21} => {24}"	0.331967213114754	0.910112359550562	0.364754098360656	2.155994327479	162
"54"	"{24} => {21}"	0.331967213114754	0.786407766990291	0.422131147540984	2.155994327479	162
"55"	"{21} => {37}"	0.305327868852459	0.837078651685393	0.364754098360656	1.9545185742702	149
"56"	"{37} => {21}"	0.305327868852459	0.712918660287081	0.42827868852459	1.9545185742702	149
"57"	"{21} => {13}"	0.352459016393443	0.966292134831461	0.364754098360656	2.22429510281959	172
"58"	"{13} => {21}"	0.352459016393443	0.811320754716981	0.434426229508197	2.22429510281959	172
"59"	"{21} => {42}"	0.311475409836066	0.853932584269663	0.364754098360656	1.78849399623861	152
"60"	"{42} => {21}"	0.311475409836066	0.652360515021459	0.477459016393443	1.78849399623861	152
"61"	"{21} => {40}"	0.340163934426229	0.932584269662921	0.364754098360656	1.83508517578833	166
"62"	"{40} => {21}"	0.340163934426229	0.669354838709677	0.508196721311475	1.83508517578833	166
"63"	"{21} => {16}"	0.340163934426229	0.932584269662921	0.364754098360656	1.67316589557171	166
"64"	"{16} => {21}"	0.340163934426229	0.610294117647059	0.557377049180328	1.67316589557171	166
"65"	"{21} => {0}"	0.32172131147541	0.882022471910112	0.364754098360656	1.59417394923013	157
"66"	"{0} => {21}"	0.32172131147541	0.581481481481481	0.55327868852459	1.59417394923013	157
"67"	"{18} => {24}"	0.319672131147541	0.857142857142857	0.372950819672131	2.03051317614424	156
